id,family,description,uri_template,canonical_form,canonical_example,match_example,citation_type,is_canonical,is_neutral,jurisdiction,pattern
icr,ICR,The Industrial Cases Reports (ICR),,[dddd] ICR d+,[2022] ICR 123,[2022] ICR 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""icr"", ""description"": ""Industrial Cases Reports (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""ICR""},{""LIKE_NUM"": true}]}"
icr_a,ICR,The Industrial Cases Reports (ICR),,[dddd] ICR d+,[2022] ICR 123,[2022] I.C.R. 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""icr_a"", ""description"": ""Industrial Cases Reports (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""I.C.R.""},{""LIKE_NUM"": true}]}"
irlr,IRLR,Industrial Relations Law Reports,,[dddd] IRLR d+,[2022] IRLR 123,[2022] IRLR 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""irlr"", ""description"": ""Industrial Relations Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""IRLR""},{""LIKE_NUM"": true}]}"
irlr_a,IRLR,Industrial Relations Law Reports,,[dddd] IRLR d+,[2022] IRLR 123,[2022] I.R.L.R. 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""irlr_a"", ""description"": ""Industrial Relations Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""I.R.L.R.""},{""LIKE_NUM"": true}]}"
latr,LATR,Landlord and Tenant Reports,,[dddd] L&TR d+,[2022] L&TR 123,[2022] L&TR 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""latr"", ""description"": ""Landlord and Tenant Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""L&TR""},{""LIKE_NUM"": true}]}"
lgr,LGR,Local Government Reports,,[dddd] LGR d+,[2022] LGR 123,[2022] LGR 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""lgr"", ""description"": ""Local Government Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""LGR""},{""LIKE_NUM"": true}]}"
lloyds,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyd's Rep 123,PubYearNumAbbrNum,TRUE,FALSE,EW,"{""id"": ""lloyds"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyd""},{""ORTH"": ""'s""}, {""ORTH"": ""Rep""},{""LIKE_NUM"": true}]}"
lloyds_a,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyd's Law Reports 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_a"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyd""},{""ORTH"": ""'s""}, {""ORTH"": ""Law""},{""ORTH"": ""Reports""},{""LIKE_NUM"": true}]}"
lloyds_b,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyd's Reports 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_b"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyd""},{""ORTH"": ""'s""}, {""ORTH"": ""Reports""},{""LIKE_NUM"": true}]}"
lloyds_c,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 LLOYDS REPORTS 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_c"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""LLOYDS""}, {""ORTH"": ""REPORTS""},{""LIKE_NUM"": true}]}"
lloyds_d,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 LLOYDS LAW REPORTS 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_d"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""LLOYDS""},{""ORTH"": ""LAW""}, {""ORTH"": ""REPORTS""},{""LIKE_NUM"": true}]}"
lloyds_e,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 LLOYD'S LAW REPORTS 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_e"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""LLOYD""},{""ORTH"": ""'S""},{""ORTH"": ""LAW""}, {""ORTH"": ""REPORTS""},{""LIKE_NUM"": true}]}"
lloyds_f,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyd's rep 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_f"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyd""},{""ORTH"": ""'s""},{""ORTH"": ""rep""},{""LIKE_NUM"": true}]}"
lloyds_g,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyd’s Rep 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_g"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyd""},{""ORTH"": ""’s""}, {""ORTH"": ""Rep""},{""LIKE_NUM"": true}]}"
lloyds_h,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyd’s Rep. 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_h"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyd""},{""ORTH"": ""’s""}, {""ORTH"": ""Rep.""},{""LIKE_NUM"": true}]}"
lloyds_i,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyds Rep 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_i"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyds""}, {""ORTH"": ""Rep""},{""LIKE_NUM"": true}]}"
lloyds_j,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyds Reports 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_j"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyds""}, {""ORTH"": ""Reports""},{""LIKE_NUM"": true}]}"
lloyds_k,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyds LR 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_k"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyds""}, {""ORTH"": ""LR""},{""LIKE_NUM"": true}]}"
lloyds_l,LLR,Lloyd's Law Reports,,[dddd] d1 Lloyd's Rep d2,[2022] 1 Lloyd's Rep 123,[2022] 1 Lloyds L R 123,PubYearNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lloyds_l"", ""description"": ""Lloyd's Law Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""Lloyds""}, {""ORTH"": ""L""}, {""ORTH"": ""R""}, {""LIKE_NUM"": true}]}"
pacr,PACR,Planning Property and Compensation Reports,,[dddd] d1 P&CR d2,[2022] 1 P&CR 123,[2022] 1 P&CR 123,PubYearNumAbbrNum,TRUE,FALSE,EW,"{""id"": ""pacr"", ""description"": ""Planning Property and Compensation Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""LIKE_NUM"": true}, {""ORTH"": ""P&CR""},{""LIKE_NUM"": true}]}"
piqr,PIQR,Personal Injury Quarterly Review,,[dddd] PIQR d+,[2022] PIQR 123,[2022] PIQR 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""piqr"", ""description"": ""Personal Injury Quarterly Review"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""PIQR""},{""LIKE_NUM"": true}]}"
ewfc_a,EWFC,Family Court,https://caselaw.nationalarchives.gov.uk/ewfc/year/d1,[dddd] EWFC d+,[2022] EWFC 123,(2022) EWFC 123,NCitYearAbbrNum,FALSE,TRUE,EW,"{""id"": ""ewfc_a"", ""description"": ""Family Court"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWFC""} , {""LIKE_NUM"": true}]}"
ewfc_b,EWFC,Family Court,https://caselaw.nationalarchives.gov.uk/ewfc/year/d1,[dddd] EWFC d+,[2022] EWFC 123,2022 EWFC 123,NCitYearAbbrNum,FALSE,TRUE,EW,"{""id"": ""ewfc_b"", ""description"": ""Family Court"" ,""label"": ""CITATION"", ""pattern"": [{""SHAPE"": ""dddd""}, {""ORTH"": ""EWFC""} , {""LIKE_NUM"": true}]}"
ewhc_admin,EWHC-QBD-Admin,High Court (Administrative Court),https://caselaw.nationalarchives.gov.uk/admin/ch/year/d1,[dddd] EWHC d+ (Admin),[2022] EWHC 123 (Admin),[2022] EWHC 123 (Admin),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_admin"", ""description"": ""High Court (Administrative Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Admin""}, {""ORTH"": "")""}]}"
ewhc_admin_a,EWHC-QBD-Admin,High Court (Administrative Court),https://caselaw.nationalarchives.gov.uk/admin/ch/year/d1,[dddd] EWHC d+ (Admin),[2022] EWHC 123 (Admin),[2022] EWHC Admin 123,NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_admin_a"", ""description"": ""High Court (Administrative Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""}, {""ORTH"": ""Admin""}, {""LIKE_NUM"": true}]}"
ewhc_admin_b,EWHC-QBD-Admin,High Court (Administrative Court),https://caselaw.nationalarchives.gov.uk/admin/ch/year/d1,[dddd] EWHC d+ (Admin),[2022] EWHC 123 (Admin),[2022] EWHC 123 Admin,NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_admin_b"", ""description"": ""High Court (Administrative Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""}, {""LIKE_NUM"": true}, {""ORTH"": ""Admin""}]}"
ewhc_admin_c,EWHC-QBD-Admin,High Court (Administrative Court),https://caselaw.nationalarchives.gov.uk/admin/ch/year/d1,[dddd] EWHC d+ (Admin),[2022] EWHC 123 (Admin),2022] EWHC 123 (Admin),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_admin_c"", ""description"": ""High Court (Administrative Court)"" ,""label"": ""CITATION"", ""pattern"": [{""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Admin""}, {""ORTH"": "")""}]}"
ewhc_admin_d,EWHC-QBD-Admin,High Court (Administrative Court),https://caselaw.nationalarchives.gov.uk/admin/ch/year/d1,[dddd] EWHC d+ (Admin),[2022] EWHC 123 (Admin),[2022] EWHC (123 (Admin),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_admin_d"", ""description"": ""High Court (Administrative Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""}, {""ORTH"": ""(""}, {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Admin""}, {""ORTH"": "")""}]}"
ewhc_admin_e,EWHC-QBD-Admin,High Court (Administrative Court),https://caselaw.nationalarchives.gov.uk/admin/ch/year/d1,[dddd] EWHC d+ (Admin),[2022] EWHC 123 (Admin),[2022[ EWHC 123 (Admin),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_admin_e"", ""description"": ""High Court (Administrative Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""[""}, {""ORTH"": ""EWHC""}, {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Admin""}, {""ORTH"": "")""}]}"
ewhc_admin_f,EWHC-QBD-Admin,High Court (Administrative Court),https://caselaw.nationalarchives.gov.uk/admin/ch/year/d1,[dddd] EWHC d+ (Admin),[2022] EWHC 123 (Admin),[2022] [EWHC 123] (Admin),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_admin_f"", ""description"": ""High Court (Administrative Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""[""}, {""ORTH"": ""EWHC""}, {""LIKE_NUM"": true}, {""ORTH"": ""]""}, {""ORTH"": ""(""}, {""ORTH"": ""Admin""}, {""ORTH"": "")""}]}"
ewhc_admlty,EWHC-QBD-Admiralty,High Court (Admiralty Division),https://caselaw.nationalarchives.gov.uk/admlty/ch/year/d1,[dddd] EWHC d+ (Admlty),[2022] EWHC 123 (Admlty),[2022] EWHC 123 (Admlty),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_admlty"", ""description"": ""High Court (Admiralty Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Admlty""}, {""ORTH"": "")""}]}"
ewhc_admlty_a,EWHC-QBD-Admiralty,High Court (Admiralty Division),https://caselaw.nationalarchives.gov.uk/admlty/ch/year/d1,[dddd] EWHC d+ (Admlty),[2022] EWHC 123 (Admlty),(2022) EWHC 123 (Admlty),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_admlty_a"", ""description"": ""High Court (Admiralty Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Admlty""}, {""ORTH"": "")""}]}"
ewhc_ch,EWHC-Chancery,High Court (Chancery Division),https://caselaw.nationalarchives.gov.uk/ewhc/ch/year/d1,[dddd] EWHC d+ (Ch),[2022] EWHC 123 (Ch),[2022] EWHC 123 (Ch),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_ch"", ""description"": ""High Court (Chancery Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Ch""}, {""ORTH"": "")""}]}"
ewhc_ch_a,EWHC-Chancery,High Court (Chancery Division),https://caselaw.nationalarchives.gov.uk/ewhc/ch/year/d1,[dddd] EWHC d+ (Ch),[2022] EWHC 123 (Ch),(2022) EWHC 123 (Ch),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_ch_a"", ""description"": ""High Court (Chancery Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Ch""}, {""ORTH"": "")""}]}"
ewhc_ch_b,EWHC-Chancery,High Court (Chancery Division),https://caselaw.nationalarchives.gov.uk/ewhc/ch/year/d1,[dddd] EWHC d+ (Ch),[2022] EWHC 123 (Ch),[2022] EWHC 123 (Ch.),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_ch_b"", ""description"": ""High Court (Chancery Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Ch""},{""ORTH"": "".""}, {""ORTH"": "")""}]}"
ewhc_ch_c,EWHC-Chancery,High Court (Chancery Division),https://caselaw.nationalarchives.gov.uk/ewhc/ch/year/d1,[dddd] EWHC d+ (Ch),[2022] EWHC 123 (Ch),[2022] EWHC 123 Ch,NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_ch_c"", ""description"": ""High Court (Chancery Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""Ch""}]}"
ewhc_ch_d,EWHC-Chancery,High Court (Chancery Division),https://caselaw.nationalarchives.gov.uk/ewhc/ch/year/d1,[dddd] EWHC d+ (Ch),[2022] EWHC 123 (Ch),[2022] EWHC (Ch) 123,NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_ch_d"", ""description"": ""High Court (Chancery Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""}, {""ORTH"": ""(""}, {""ORTH"": ""Ch""}, {""ORTH"": "")""}, {""LIKE_NUM"": true}]}"
ewhc_comm,EWHC-QBD-Commercial,High Court (Commercial Court),https://caselaw.nationalarchives.gov.uk/ewhc/comm/year/d1,[dddd] EWHC d+ (Comm),[2022] EWHC 123 (Comm),[2022] EWHC 123 (Comm),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_comm"", ""description"": ""High Court (Commercial Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Comm""}, {""ORTH"": "")""}]}"
ewhc_comm_a,EWHC-QBD-Commercial,High Court (Commercial Court),https://caselaw.nationalarchives.gov.uk/ewhc/comm/year/d1,[dddd] EWHC d+ (Comm),[2022] EWHC 123 (Comm),(2022) EWHC 123 (Comm),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_comm_a"", ""description"": ""High Court (Commercial Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Comm""}, {""ORTH"": "")""}]}"
ewhc_comm_b,EWHC-QBD-Commercial,High Court (Commercial Court),https://caselaw.nationalarchives.gov.uk/ewhc/comm/year/d1,[dddd] EWHC d+ (Comm),[2022] EWHC 123 (Comm),[2022] EWHC 123 (Comm.),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_comm_b"", ""description"": ""High Court (Commercial Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Comm""}, {""ORTH"": "".""}, {""ORTH"": "")""}]}"
ewhc_costs,EWHC-SeniorCourtsCosts,High Court (Senior Court Costs Office),https://caselaw.nationalarchives.gov.uk/ewhc/costs/year/d1,[dddd] EWHC d+ (Costs),[2022] EWHC 123 (Costs),[2022] EWHC 123 (Costs),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_costs"", ""description"": ""High Court (Senior Court Costs Office)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Costs""}, {""ORTH"": "")""}]}"
ewhc_costs_a,EWHC-SeniorCourtsCosts,High Court (Senior Court Costs Office),https://caselaw.nationalarchives.gov.uk/ewhc/costs/year/d1,[dddd] EWHC d+ (Costs),[2022] EWHC 123 (Costs),(2022) EWHC 123 (Costs),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_costs_a"", ""description"": ""High Court (Senior Court Costs Office)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Costs""}, {""ORTH"": "")""}]}"
ewhc_fam,EWHC-Family,High Court (Family Division),https://caselaw.nationalarchives.gov.uk/ewhc/fam/year/d1,[dddd] EWHC d+ (Fam),[2022] EWHC 123 (Fam),[2022] EWHC 123 (Fam),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_fam"", ""description"": ""High Court (Family Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Fam""}, {""ORTH"": "")""}]}"
ewhc_fam_a,EWHC-Family,High Court (Family Division),https://caselaw.nationalarchives.gov.uk/ewhc/fam/year/d1,[dddd] EWHC d+ (Fam),[2022] EWHC 123 (Fam),(2022) EWHC 123 (Fam),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_fam_a"", ""description"": ""High Court (Family Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Fam""}, {""ORTH"": "")""}]}"
ewhc_fam_b,EWHC-Family,High Court (Family Division),https://caselaw.nationalarchives.gov.uk/ewhc/fam/year/d1,[dddd] EWHC d+ (Fam),[2022] EWHC 123 (Fam),2022] EWHC 123 (Fam),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_fam_b"", ""description"": ""High Court (Family Division)"" ,""label"": ""CITATION"", ""pattern"": [{""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Fam""}, {""ORTH"": "")""}]}"
ewhc_ipec,EWHC-Chancery-IPEC,Intellectual Property Enterprise Court,https://caselaw.nationalarchives.gov.uk/ewhc/ipec/year/d1,[dddd] EWHC d+ (IPEC),[2022] EWHC 123 (IPEC),[2022] EWHC 123 (IPEC),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_ipec"", ""description"": ""Intellectual Property Enterprise Court "" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""IPEC""}, {""ORTH"": "")""}]}"
ewhc_ipec_a,EWHC-Chancery-IPEC,Intellectual Property Enterprise Court,https://caselaw.nationalarchives.gov.uk/ewhc/ipec/year/d1,[dddd] EWHC d+ (IPEC),[2022] EWHC 123 (IPEC),(2022) EWHC 123 (IPEC),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_ipec_a"", ""description"": ""Intellectual Property Enterprise Court "" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""IPEC""}, {""ORTH"": "")""}]}"
